	name
TIGR01944	electron transport complex, RnfABCDGE type, B subunit
TIGR03002	lipopolysaccharide transport periplasmic protein LptA
TIGR02513	type III secretion system chaperone, YscB family
TIGR00184	adenylosuccinate synthetase
TIGR02466	conserved hypothetical protein
TIGR03486	CRISPR-associated protein, Cas_csx13 family, C-terminal region
TIGR01765	transposase, putative, N-terminal domain
TIGR01797	chorismate mutase
TIGR03354	type VI secretion system FHA domain protein
TIGR01857	phosphoribosylformylglycinamidine synthase
TIGR00710	drug resistance transporter, Bcr/CflA subfamily
TIGR03128	3-hexulose-6-phosphate synthase
TIGR03405	phosphonate metabolism-associated iron-containing alcohol dehydrogenase
TIGR02811	formate dehydrogenase region TAT target
TIGR02739	type-F conjugative transfer system pilin assembly protein TraF
TIGR03625	50S ribosomal protein L3
TIGR01532	D-erythrose-4-phosphate dehydrogenase
TIGR02263	benzoyl-CoA reductase, subunit C
TIGR03597	ribosome biogenesis GTPase YqeH
TIGR02815	putative sugar isomerase, AgaS family
TIGR03240	succinylglutamic semialdehyde dehydrogenase
TIGR02236	DNA repair and recombination protein RadA
TIGR02768	Ti-type conjugative transfer relaxase TraA
TIGR01288	nodulation ABC transporter NodI
TIGR02381	cold shock domain protein CspD
TIGR01336	photosystem I core protein PsaB
TIGR01073	ATP-dependent DNA helicase PcrA
TIGR01027	glutamate 5-kinase
TIGR01693	protein-P-II uridylyltransferase
TIGR02075	UMP kinase
TIGR00822	PTS system, mannose/fructose/sorbose family, IIC component
TIGR02817	zinc-binding alcohol dehydrogenase family protein
TIGR00897	polyol permease
TIGR01610	phage replication protein O, N-terminal domain
TIGR01469	uroporphyrinogen-III C-methyltransferase
TIGR00093	pseudouridine synthase
TIGR02799	tol-pal system-associated acyl-CoA thioesterase
TIGR02254	HAD hydrolase TIGR02254
TIGR02427	3-oxoadipate enol-lactonase
TIGR03880	KaiC domain protein, AF_0351 family
TIGR00289	conserved hypothetical protein TIGR00289
TIGR00216	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
TIGR00329	metallohydrolase, glycoprotease/Kae1 family
TIGR01629	phage/plasmid replication protein, gene II/X family
TIGR00836	ammonium transporter
TIGR00123	cobalamin biosynthesis protein CbiM
TIGR01381	E1-like protein-activating enzyme Gsa7p/Apg7p
TIGR03515	gliding motility-associated protein GldC
TIGR01433	ubiquinol oxidase, subunit II
TIGR03631	30S ribosomal protein S13
TIGR01771	L-lactate dehydrogenase
TIGR03520	gliding motility-associated protein GldE
TIGR00453	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
TIGR01270	tryptophan 5-monooxygenase
TIGR03728	glycosyltransferase, SP_1767 family
TIGR00297	conserved hypothetical protein TIGR00297
TIGR03304	outer membrane insertion C-terminal signal
TIGR02679	conserved hypothetical protein TIGR02679
TIGR00136	tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA
TIGR00996	virulence factor Mce family protein
TIGR00998	efflux pump membrane protein
TIGR03307	phosphonate metabolism protein PhnP
TIGR01970	ATP-dependent helicase HrpB
TIGR00531	acetyl-CoA carboxylase, biotin carboxyl carrier protein
TIGR03272	putative methanogenesis marker protein 6
TIGR01761	thiazolinyl imide reductase
TIGR00466	3-deoxy-D-manno-octulosonate cytidylyltransferase
TIGR00207	flagellar motor switch protein FliG
TIGR03524	gliding motility-associated lipoprotein GldJ
TIGR03127	6-phospho 3-hexuloisomerase
TIGR01220	phosphomevalonate kinase
TIGR03552	2-phospho-L-lactate guanylyltransferase CofC
TIGR03629	archaeal ribosomal protein S13P
TIGR03355	type VI secretion protein, EvpB/VC_A0108 family
TIGR01969	cell division ATPase MinD
TIGR01931	sulfite reductase [NADPH] flavoprotein, alpha-component
TIGR00075	hydrogenase expression/formation protein HypD
TIGR00307	ribosomal protein S8.e
TIGR03126	formaldehyde-activating enzyme
TIGR03148	cytochrome c nitrite reductase, NrfD subunit
TIGR00984	mitochondrial import inner membrane, translocase subunit
TIGR02885	RNA polymerase sigma-F factor
TIGR00708	cob(I)yrinic acid a,c-diamide adenosyltransferase
TIGR00874	transaldolase
TIGR02025	magnesium chelatase, H subunit
TIGR01166	cobalt ABC transporter, ATP-binding protein
TIGR02212	lipoprotein releasing system, transmembrane protein, LolC/E family
TIGR01172	serine O-acetyltransferase
TIGR03642	CRISPR-associated protein, Csx13 family
TIGR02221	CRISPR-associated protein, TM1812 family
TIGR03573	N-acetyl sugar amidotransferase
TIGR03750	conjugative transfer region protein, TIGR03750 family
TIGR02264	Myxococcus xanthus double-CXXCG motif paralogous family
TIGR03115	CRISPR-associated protein, Csf2 family
TIGR00634	DNA repair protein RecN
TIGR01401	type III secretion apparatus protein SpaR/YscT/HrcT
TIGR03383	urate oxidase
TIGR00659	conserved hypothetical protein TIGR00659
TIGR00912	spore germination protein (amino acid permease)
TIGR03720	exosporium leader peptide
TIGR01979	cysteine desulfurase, SufS subfamily
TIGR00862	intracellular chloride channel protein
TIGR02607	addiction module antidote protein, HigA family
TIGR01116	calcium-translocating P-type ATPase, SERCA-type
TIGR00168	translation initiation factor IF-3AU  Loftus BJTC  40.00 40.00NC  30.00 30.00AL  clustalwIT  equivalogEN  translation initiation factor IF-3GS  infCTP  TIGRFAMsCC  infC uses abnormal initiation codons such as AUA, 
TIGR02497	type III secretion apparatus protein, YscI/HrpB, C-terminal domain
TIGR01151	photosystem q(b) protein
TIGR01141	histidinol-phosphate transaminase
TIGR00600	DNA excision repair protein (rad2)
TIGR00881	phosphoglycerate transporter family protein
TIGR00539	putative oxygen-independent coproporphyrinogen III oxidase
TIGR03356	beta-galactosidase
TIGR03686	proteasome accessory factor PafA
TIGR02598	Verrucomicrobium spinosum paralogous family TIGR02598
TIGR01684	viral phosphatase
TIGR00748	putative hydroxymethylglutaryl-CoA synthase
TIGR00367	K+-dependent Na+/Ca+ exchanger homolog
TIGR01984	2-polyprenyl-6-methoxyphenol 4-hydroxylase
TIGR00630	excinuclease ABC subunit A
TIGR02881	stage V sporulation protein K
TIGR00972	phosphate ABC transporter, ATP-binding protein
TIGR01895	CRISPR-associated protein Cas5, Tneap subtype
TIGR03376	glycerol-3-phosphate dehydrogenase (NAD(+))
TIGR00382	ATP-dependent Clp protease, ATP-binding subunit ClpX
TIGR01432	cytochrome aa3 quinol oxidase, subunit II
TIGR00548	outer membrane lipoprotein LolB
TIGR00511	ribose-1,5-bisphosphate isomerase,  e2b2 family
TIGR02454	cobalt ABC transporter, permease protein CbiQ
TIGR01607	Plasmodium subtelomeric family (PST-A)
TIGR02068	cyanophycin synthetase
TIGR03396	phospholipase C, phosphocholine-specific
TIGR03833	conserved hypothetical protein
TIGR00540	hemY protein
TIGR00797	MATE efflux family protein
TIGR01203	hypoxanthine phosphoribosyltransferase
TIGR03007	polysaccharide chain length determinant protein, PEP-CTERM locus subfamily
TIGR03557	F420-dependent oxidoreductase, G6PDH family
TIGR00071	tRNA pseudouridine synthase A
TIGR03419	FeS cluster assembly scaffold protein NifU, Clostridium type
TIGR02920	accessory Sec system translocase SecY2
TIGR03117	CRISPR-associated DEAD/DEAH-box helicase Csf4
TIGR01608	citrate lyase acyl carrier protein
TIGR03647	probable solute:sodium symporter small subunit
TIGR02520	type IVB pilus formation outer membrane protein, R64 PilN family
TIGR02388	DNA-directed RNA polymerase, beta'' subunit
TIGR00528	glycine cleavage system T protein
TIGR02649	ribonuclease BN
TIGR01105	regulatory protein GalF
TIGR03848	probable phosphomutase, MSMEG_4193 family
TIGR02793	nickel-responsive transcriptional regulator NikR
TIGR02335	phosphonoacetate hydrolase
TIGR01722	methylmalonate-semialdehyde dehydrogenase (acylating)
TIGR02512	hydrogenases, Fe-only
TIGR01035	glutamyl-tRNA reductase
TIGR02147	hypothetical protein, TIGR02147
TIGR02127	orotidine 5'-phosphate decarboxylase
TIGR01908	CRISPR-associated CXXC_CXXC protein Cst1
TIGR02439	catechol 1,2-dioxygenase
TIGR02566	CRISPR-associated protein, Csy3  family
TIGR02693	arsenite oxidase, large subunit
TIGR01678	sugar 1,4-lactone oxidases
TIGR01623	putative zinc finger domain, LRP1 type
TIGR00764	putative ATP-dependent protease
TIGR01528	nicotinamide mononucleotide transporter PnuC
TIGR00501	methionine aminopeptidase, type II
TIGR02923	ATP synthase A1, C subunit
TIGR02415	acetoin reductases
TIGR00851	PTS system, mannitol-specific IIC component
TIGR00560	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
TIGR03161	alpha-ribazole phosphatase CobZ
TIGR00176	molybdopterin-guanine dinucleotide biosynthesis protein B
TIGR02836	stage IV sporulation protein A
TIGR01840	esterase, PHB depolymerase family
TIGR02605	putative regulatory protein, FmdB family
TIGR02618	tyrosine phenol-lyase
TIGR01644	phage baseplate assembly protein V
TIGR00680	K+-transporting ATPase, A subunit
TIGR00440	glutaminyl-tRNA synthetase
TIGR00986	mitochondrial import receptor subunit
TIGR00411	redox-active disulfide protein 1
TIGR02181	glutaredoxin 3
TIGR00551	L-aspartate oxidase
TIGR00550	quinolinate synthetase complex, A subunit
TIGR01649	hnRNP-L/PTB/hephaestus splicing factor family
TIGR02005	PTS system, alpha-glucoside-specific IIBC component
TIGR02550	flagellar hook-associated protein 3
TIGR03555	5,10-methylenetetrahydromethanopterin reductase
TIGR00725	conserved hypothetical protein TIGR00725
TIGR00884	GMP synthase (glutamine-hydrolyzing), C-terminal domain
TIGR03657	heme uptake protein IsdB
TIGR00106	uncharacterized protein, MTH1187 family
TIGR01551	phage major capsid protein, P2 family
TIGR00853	PTS system, lactose/cellobiose family IIB component
TIGR01880	N-acyl-L-amino-acid amidohydrolase
TIGR00907	amino acid permease
TIGR01114	N5-methyltetrahydromethanopterin:coenzyme M methyltransferase subunit H
TIGR03124	holo-ACP synthase CitX
TIGR03349	type IV / VI secretion system protein, DotU family
TIGR03650	violacein biosynthesis enzyme VioE
TIGR03554	glucose-6-phosphate dehydrogenase, F420-dependent
TIGR00758	uracil-DNA glycosylase, family 4
TIGR01916	F420-0:gamma-glutamyl ligase
TIGR03616	pyrimidine utilization transport protein G
TIGR02437	fatty oxidation complex, alpha subunit FadB
TIGR01004	lipoprotein, PulS/OutS family
TIGR00944	Multicomponent K+:H+antiporter
TIGR03431	phosphonate ABC transporter, periplasmic phosphonate binding protein
TIGR02160	phenylacetate-CoA oxygenase/reductase, PaaK subunit
TIGR03598	ribosome biogenesis GTP-binding protein YsxC
TIGR03102	halocyanin domain
TIGR03528	diaminopropionate ammonia-lyase
TIGR00197	YjeF homolog, N-terminus
TIGR02175	2-oxoacid:acceptor oxidoreductase, gamma subunit, pyruvate/2-ketoisovalerate family
TIGR00692	L-threonine 3-dehydrogenase
TIGR03072	putative peptide chain release factor H
TIGR02134	transaldolase
TIGR01636	phage transcriptional regulator, RinA family
TIGR01409	Tat (twin-arginine translocation) pathway signal sequence
TIGR00586	mutator mutT protein
TIGR02314	D-methionine ABC transporter, ATP-binding protein
TIGR02326	2-aminoethylphosphonate--pyruvate transaminase
TIGR02244	HAD superfamily (subfamily IG) hydrolase, 5\'-nucleotidase
TIGR00373	conserved hypothetical protein TIGR00373
TIGR02294	nickel ABC transporter, periplasmic nickel-binding protein
TIGR00749	glucokinase
TIGR00220	large conductance mechanosensitive channel protein
TIGR03462	lycopene cyclase domain
TIGR03091	small, acid-soluble spore protein K
TIGR02030	magnesium chelatase ATPase subunit I
TIGR00988	integration host factor, beta subunit
TIGR00306	2,3-bisphosphoglycerate-independent phosphoglycerate mutase, archaeal form
TIGR00516	holo-[acyl-carrier-protein] synthase
TIGR02680	conserved hypothetical protein TIGR02680
TIGR02090	isopropylmalate/citramalate/homocitrate synthases
TIGR02165	CRISPR-associated protein, GSU0054 family
TIGR02662	ADP-ribosyl-[dinitrogen reductase] hydrolase
TIGR02105	type III secretion apparatus needle protein
TIGR00419	triose-phosphate isomerase
TIGR03439	probable methyltransferase domain, EasF family
TIGR01997	FeS assembly scaffold SufA
TIGR00492	alanine racemase
TIGR00872	6-phosphogluconate dehydrogenase (decarboxylating)
TIGR03607	patatin-related protein
TIGR01601	Plasmodium yoelii subtelomeric domain PYST-C1
TIGR02770	nickel import ATP-binding protein NikD
TIGR03815	helicase/secretion neighborhood CpaE-like protein
TIGR03113	exosortase 2
TIGR03490	mycoides cluster lipoprotein, LppA/P72 family
TIGR03512	gliding motility-associated lipoprotein GldD
TIGR01583	formate dehydrogenase, gamma subunit
TIGR02006	cysteine desulfurase IscS
TIGR00759	pyruvate dehydrogenase (acetyl-transferring), homodimeric type
TIGR01889	staphylococcal accessory regulator family
TIGR00056	conserved hypothetical protein
TIGR00954	Peroxysomal long chain fatty acyl transporter
TIGR03632	30S ribosomal protein S11
TIGR01464	uroporphyrinogen decarboxylase
TIGR03513	gliding motility-associated protein GldL
TIGR01748	L-rhamnose isomerase
TIGR02831	stage II sporulation protein M
TIGR02178	elongation factor P-like protein YeiP
TIGR02305	4-hydroxyphenylacetate degradation bifunctional isomerase/decarboxylase, N-terminal subunit
TIGR00057	Sua5/YciO/YrdC/YwlC family protein
TIGR00202	carbon storage regulator
TIGR00639	phosphoribosylglycinamide formyltransferase
TIGR02318	phosphonate metabolism protein PhnM
TIGR02860	stage IV sporulation protein B
TIGR03055	putative photosynthetic complex assembly protein 2
TIGR02346	T-complex protein 1, theta subunit
TIGR01391	DNA primase
TIGR03190	benzoyl-CoA reductase, bzd-type, N subunit
TIGR00590	proliferating cell nuclear antigen (pcna)
TIGR01146	ATP synthase F1, gamma subunit
TIGR00487	translation initiation factor IF-2
TIGR00288	conserved hypothetical protein TIGR00288
TIGR02617	tryptophanase
TIGR01668	HAD phosphatase, family IIIA
TIGR03192	benzoyl-CoA reductase, bzd-type, Q subunit
TIGR00044	pyridoxal phosphate enzyme, YggS family
TIGR00005	pseudouridine synthase, RluA family
TIGR03363	type VI secretion-associated protein, ImpA family
TIGR02362	probable dihydroxyacetone kinase DhaK1b subunit
TIGR01360	adenylate kinase
TIGR01568	uncharacterized plant-specific domain TIGR01568
TIGR01079	ribosomal protein L24
TIGR01544	HAD hydrolase, family IE
TIGR02896	stage III sporulation protein AF
TIGR01296	aspartate-semialdehyde dehydrogenase
TIGR01100	V-type ATPase, C subunit
TIGR00308	N2,N2-dimethylguanosine tRNA methyltransferase
TIGR03168	hexose kinase, 1-phosphofructokinase family
TIGR01173	UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase
TIGR00494	crcB protein
TIGR03801	aspartate 4-decarboxylase
TIGR01624	LRP1 C-terminal domain
TIGR00115	trigger factor
TIGR02527	Dot/Icm secretion system protein IcmQ
TIGR00050	RNA methyltransferase, TrmH family, group 1
TIGR01805	chorismate mutase
TIGR01682	molybdopterin converting factor, subunit 1
TIGR00965	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
TIGR02216	phage conserved hypothetical protein
TIGR03655	restriction alleviation protein, Lar family
TIGR00860	Cation transporter family protein
TIGR02947	RNA polymerase sigma-70 factor, TIGR02947 family
TIGR01860	nitrogenase vanadium-iron protein, alpha chain
TIGR03015	putative secretion ATPase, PEP-CTERM locus subfamily
TIGR01511	copper-translocating P-type ATPase
TIGR02246	conserved hypothetical protein
TIGR01652	phospholipid-translocating P-type ATPase, flippase
TIGR02270	conserved hypothetical protein
TIGR01320	malate dehydrogenase (acceptor)
TIGR01361	phospho-2-dehydro-3-deoxyheptonate aldolase
TIGR00278	conserved hypothetical protein YidD
TIGR02129	phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase
TIGR03865	PQQ-dependent catabolism-associated CXXCW motif protein
TIGR01904	Geobacter sulfurreducens CxxxxCH...CXXCH domain
TIGR00363	lipoprotein, YaeC family
TIGR01978	FeS assembly ATPase SufC
TIGR02664	conserved hypothetical protein
TIGR02507	tetrahydromethanopterin S-methyltransferase, F subunit
TIGR00592	DNA polymerase (pol2)
TIGR00326	riboflavin biosynthesis protein RibD
TIGR02412	aminopeptidase N
TIGR03323	alternate F1F0 ATPase, F1 subunit gamma
TIGR02798	4-carboxy-4-hydroxy-2-oxoadipate aldolase/oxaloacetate decarboxylase
TIGR00013	4-oxalocrotonate tautomerase family enzyme
TIGR00637	ModE molybdate transport repressor domain
TIGR01977	cysteine desulfurase family protein
TIGR02493	pyruvate formate-lyase 1-activating enzyme
TIGR02935	probable nitrogen fixation protein
TIGR02533	general secretory pathway protein E
TIGR02194	Glutaredoxin-like protein NrdH
TIGR01476	bacteriochlorophyll/chlorophyll synthetase
TIGR02600	Verrucomicrobium spinosum paralogous protein TIGR02600
TIGR02208	lipid A biosynthesis (KDO)2-(lauroyl)-lipid IVA acyltransferase
TIGR03299	phage/plasmid-related protein TIGR03299
TIGR02637	rhamnose ABC transporter, rhamnose-binding protein
TIGR03009	Planctomycetes uncharacterized domain TIGR03009
TIGR03873	proposed F420-0 ABC transporter, ATP-binding protein
TIGR03772	anchored repeat ABC transporter, substrate-binding protein
TIGR03034	conserved hypothetical protein
TIGR00388	glycyl-tRNA synthetase, alpha subunit
TIGR01825	putative pyridoxal phosphate-dependent acyltransferase
TIGR01022	ribosomal protein L36
TIGR01040	V-type ATPase, B subunit
TIGR03292	phosphonate C-P lyase system protein PhnH
TIGR03003	ectoine/hydroxyectoine ABC transporter, permease protein EhuD
TIGR01377	sarcosine oxidase, monomeric form
TIGR01764	DNA binding domain, excisionase family
TIGR03352	type VI secretion lipoprotein, VC_A0113 family
TIGR02796	protein TolQ
TIGR03495	phage lysis regulatory protein, LysB family
