PFAM_ACC	PFAM_Name	PFAM_desc
pfam00501	AMP-binding	AMP-binding enzyme
pfam00386	C1q	C1q domain
pfam02146	SIR2	Sir2 family
pfam00078	RVT_1	Reverse transcriptase (RNA-dependent DNA polymerase)
pfam06817	RVT_thumb	Reverse transcriptase thumb domain
pfam06815	RVT_connect	Reverse transcriptase connection domain
pfam00075	RNase_H	RNase H
pfam00903	Glyoxalase	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily
pfam03931	Skp1_POZ	Skp1 family, tetramerisation domain
pfam01847	VHL	VHL beta domain
pfam17211	VHL_C	VHL box domain
pfam14226	DIOX_N	non-haem dioxygenase in morphine synthesis N-terminal
pfam03171	2OG-FeII_Oxy	2OG-Fe(II) oxygenase superfamily
pfam00022	Actin	Actin
pfam09510	Rtt102p	Rtt102p-like transcription regulator protein
pfam00443	UCH	Ubiquitin carboxyl-terminal hydrolase
pfam11073	NSs	Rift valley fever virus non structural protein (NSs) like
pfam13328	HD_4	HD domain
pfam04607	RelA_SpoT	Region found in RelA / SpoT proteins
pfam16114	Citrate_bind	ATP citrate lyase citrate-binding
pfam02629	CoA_binding	CoA binding domain
pfam00549	Ligase_CoA	CoA-ligase
pfam02771	Acyl-CoA_dh_N	Acyl-CoA dehydrogenase, N-terminal domain
pfam02770	Acyl-CoA_dh_M	Acyl-CoA dehydrogenase, middle domain
pfam08028	Acyl-CoA_dh_2	Acyl-CoA dehydrogenase, C-terminal domain
pfam03281	Mab-21	Mab-21 protein
pfam08759	GT-D	Glycosyltransferase GT-D fold
pfam00595	PDZ	PDZ domain (Also known as DHR or GLGF)
pfam00042	Globin	Globin
pfam09334	tRNA-synt_1g	tRNA synthetases class I (M)
pfam00221	Lyase_aromatic	Aromatic amino acid lyase
pfam05409	Peptidase_C30	Coronavirus  endopeptidase C30
pfam12215	Glyco_hydr_116N	beta-glucosidase 2, glycosyl-hydrolase family 116 N-term
pfam17168	DUF5127	Domain of unknown function (DUF5127)
pfam04685	DUF608	Glycosyl-hydrolase family 116, catalytic region
pfam11418	Scaffolding_pro	Phi29 scaffolding protein
pfam01253	SUI1	Translation initiation factor SUI1
pfam01092	Ribosomal_S6e	Ribosomal protein S6e
pfam01251	Ribosomal_S7e	Ribosomal protein S7e
pfam01201	Ribosomal_S8e	Ribosomal protein S8e
pfam03501	S10_plectin	Plectin/S10 domain
pfam16205	Ribosomal_S17_N	Ribosomal_S17 N-terminal
pfam08069	Ribosomal_S13_N	Ribosomal S13/S15 N-terminal domain
pfam00833	Ribosomal_S17e	Ribosomal S17
pfam01090	Ribosomal_S19e	Ribosomal protein S19e
pfam01249	Ribosomal_S21e	Ribosomal protein S21e
pfam01282	Ribosomal_S24e	Ribosomal protein S24e
pfam03297	Ribosomal_S25	S25 ribosomal protein
pfam01283	Ribosomal_S26e	Ribosomal protein S26e
pfam01667	Ribosomal_S27e	Ribosomal protein S27
pfam01200	Ribosomal_S28e	Ribosomal protein S28e
pfam04758	Ribosomal_S30	Ribosomal protein S30
pfam01599	Ribosomal_S27	Ribosomal protein S27a
pfam00400	WD40	WD domain, G-beta repeat
pfam05162	Ribosomal_L41	Ribosomal protein L41
pfam16122	40S_SA_C	40S ribosomal protein SA C-terminus
pfam01015	Ribosomal_S3Ae	Ribosomal S3Ae family
pfam08071	RS4NT	RS4NT (NUC023) domain
pfam00900	Ribosomal_S4e	Ribosomal family S4e
pfam16121	40S_S4_C	40S ribosomal protein S4 C-terminus
pfam00112	Peptidase_C1	Papain family cysteine protease
pfam01459	Porin_3	Eukaryotic porin
pfam00104	Hormone_recep	Ligand-binding domain of nuclear hormone receptor
pfam08805	PilS	PilS N terminal
pfam02905	EBV-NA1	Epstein Barr virus nuclear antigen-1, DNA-binding domain
pfam00048	IL8	Small cytokines (intecrine/chemokine), interleukin-8 like
pfam04820	Trp_halogenase	Tryptophan halogenase
pfam01523	PmbA_TldD	Putative modulator of DNA gyrase
pfam13181	TPR_8	Tetratricopeptide repeat
pfam04199	Cyclase	Putative cyclase
pfam00098	zf-CCHC	Zinc knuckle
pfam00822	PMP22_Claudin	PMP-22/EMP/MP20/Claudin family
pfam00383	dCMP_cyt_deam_1	Cytidine and deoxycytidylate deaminase zinc-binding region
pfam01636	APH	Phosphotransferase enzyme family
pfam01494	FAD_binding_3	FAD binding domain
pfam13354	Beta-lactamase2	Beta-lactamase enzyme family
pfam02922	CBM_48	Carbohydrate-binding module 48 (Isoamylase N-terminal domain)
pfam00128	Alpha-amylase	Alpha amylase, catalytic domain
pfam02806	Alpha-amylase_C	Alpha amylase, C-terminal all-beta domain
pfam01474	DAHP_synth_2	Class-II DAHP synthetase family
pfam04261	Dyp_perox	Dyp-type peroxidase family
pfam09827	CRISPR_Cas2	CRISPR associated protein Cas2
pfam00531	Death	Death domain
pfam05638	T6SS_HCP	Type VI secretion system effector, Hcp
pfam00856	SET	SET domain
pfam00254	FKBP_C	FKBP-type peptidyl-prolyl cis-trans isomerase
pfam07243	Phlebovirus_G1	Phlebovirus glycoprotein G1
pfam07813	LTXXQ	LTXXQ motif family protein
pfam17515	CPV_Polyhedrin	Cypovirus polyhedrin protein
pfam00337	Gal-bind_lectin	Galactoside-binding lectin
pfam00304	Gamma-thionin	Gamma-thionin family
pfam11976	Rad60-SLD	Ubiquitin-2 like Rad60 SUMO-like
pfam00905	Transpeptidase	Penicillin binding protein transpeptidase domain
pfam00293	NUDIX	NUDIX domain
pfam00300	His_Phos_1	Histidine phosphatase superfamily (branch 1)
pfam00282	Pyridoxal_deC	Pyridoxal-dependent decarboxylase conserved domain
pfam00466	Ribosomal_L10	Ribosomal protein L10
pfam03462	PCRF	PCRF domain
pfam00472	RF-1	RF-1 domain
pfam01281	Ribosomal_L9_N	Ribosomal protein L9, N-terminal domain
pfam03948	Ribosomal_L9_C	Ribosomal protein L9, C-terminal domain
pfam03946	Ribosomal_L11_N	Ribosomal protein L11, N-terminal domain
pfam00298	Ribosomal_L11	Ribosomal protein L11, RNA binding domain
pfam01742	Peptidase_M27	Clostridial neurotoxin zinc protease
pfam00343	Phosphorylase	Carbohydrate phosphorylase
pfam14861	Antimicrobial21	Plant antimicrobial peptide
pfam00296	Bac_luciferase	Luciferase-like monooxygenase
pfam00607	Gag_p24	gag gene protein p24 (core nucleocapsid protein)
pfam01652	IF4E	Eukaryotic initiation factor 4E
pfam17483	TbpB_C	C-lobe handle domain of Tf-binding protein B
pfam01298	TbpB_B_D	C-lobe and N-lobe beta barrels of Tf-binding protein B
pfam01764	Lipase_3	Lipase (class 3)
pfam16845	SQAPI	Aspartic acid proteinase inhibitor
pfam00370	FGGY_N	FGGY family of carbohydrate kinases, N-terminal domain
pfam02782	FGGY_C	FGGY family of carbohydrate kinases, C-terminal domain
pfam00759	Glyco_hydro_9	Glycosyl hydrolase family 9
pfam00942	CBM_3	Cellulose binding domain
pfam03372	Exo_endo_phos	Endonuclease/Exonuclease/phosphatase family
pfam00273	Serum_albumin	Serum albumin family
pfam07472	PA-IIL	Fucose-binding lectin II (PA-IIL)
pfam00732	GMC_oxred_N	GMC oxidoreductase
pfam05199	GMC_oxred_C	GMC oxidoreductase
pfam00704	Glyco_hydro_18	Glycosyl hydrolases family 18
pfam00081	Sod_Fe_N	Iron/manganese superoxide dismutases, alpha-hairpin domain
pfam02777	Sod_Fe_C	Iron/manganese superoxide dismutases, C-terminal domain
pfam03765	CRAL_TRIO_N	CRAL/TRIO, N-terminal domain
pfam00650	CRAL_TRIO	CRAL/TRIO domain
pfam00275	EPSP_synthase	EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase)
pfam03494	Beta-APP	Beta-amyloid peptide (beta-APP)
pfam13927	Ig_3	Immunoglobulin domain
pfam17284	Spermine_synt_N	Spermidine synthase tetramerisation domain
pfam01564	Spermine_synth	Spermine/spermidine synthase domain
pfam02154	FliM	Flagellar motor switch protein FliM
pfam00074	RnaseA	Pancreatic ribonuclease
pfam04055	Radical_SAM	Radical SAM superfamily
pfam13394	Fer4_14	4Fe-4S single cluster domain
pfam00190	Cupin_1	Cupin
pfam00145	DNA_methylase	C-5 cytosine-specific DNA methylase
pfam00364	Biotin_lipoyl	Biotin-requiring enzyme
pfam00749	tRNA-synt_1c	tRNA synthetases class I (E and Q), catalytic domain
pfam01341	Glyco_hydro_6	Glycosyl hydrolases family 6
pfam13102	Phage_int_SAM_5	Phage integrase SAM-like domain
pfam00102	Y_phosphatase	Protein-tyrosine phosphatase
pfam01180	DHO_dh	Dihydroorotate dehydrogenase
pfam00186	DHFR_1	Dihydrofolate reductase
pfam03361	Herpes_IE2_3	Herpes virus intermediate/early protein 2/3
pfam00313	CSD	'Cold-shock' DNA-binding domain
pfam00959	Phage_lysozyme	Phage lysozyme
pfam00017	SH2	SH2 domain
pfam13417	GST_N_3	Glutathione S-transferase, N-terminal domain
pfam00043	GST_C	Glutathione S-transferase, C-terminal domain
pfam00975	Thioesterase	Thioesterase domain
pfam01128	IspD	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
pfam03061	4HBT	Thioesterase superfamily
pfam01553	Acyltransferase	Acyltransferase
pfam00628	PHD	PHD-finger
pfam00013	KH_1	KH domain
pfam01195	Pept_tRNA_hydro	Peptidyl-tRNA hydrolase
pfam13940	Ldr_toxin	Toxin Ldr, type I toxin-antitoxin system
pfam01977	UbiD	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
pfam10093	DUF2331	Uncharacterized protein conserved in bacteria (DUF2331)
pfam07072	ZapD	Cell division protein
pfam06903	VirK	VirK protein
pfam10523	BEN	BEN domain
pfam09770	PAT1	Topoisomerase II-associated protein PAT1
pfam07565	Band_3_cyto	Band 3 cytoplasmic domain
pfam04427	Brix	Brix domain
pfam04006	Mpp10	Mpp10 protein
pfam00035	dsrm	Double-stranded RNA binding motif
pfam00787	PX	PX domain
pfam09491	RE_AlwI	AlwI restriction endonuclease
pfam09125	COX2-transmemb	Cytochrome C oxidase subunit II, transmembrane
pfam08113	CoxIIa	Cytochrome c oxidase subunit IIa family
pfam01382	Avidin	Avidin family
pfam01471	PG_binding_1	Putative peptidoglycan binding domain
pfam00413	Peptidase_M10	Matrixin
pfam00204	DNA_gyraseB	DNA gyrase B
pfam00651	BTB	BTB/POZ domain
pfam00144	Beta-lactamase	Beta-lactamase
pfam00692	dUTPase	dUTPase
pfam14693	Ribosomal_TL5_C	Ribosomal protein TL5, C-terminal domain
pfam00088	Trefoil	Trefoil (P-type) domain
pfam16863	NtCtMGAM_N	N-terminal barrel of NtMGAM and CtMGAM, maltase-glucoamylase
pfam01047	MarR	MarR family
pfam00064	Neur	Neuraminidase
pfam08435	Calici_coat_C	Calicivirus coat protein C-terminal
pfam03970	Herpes_UL37_1	Herpesvirus UL37 tegument protein
pfam02171	Piwi	Piwi domain
pfam01378	IgG_binding_B	B domain
pfam00150	Cellulase	Cellulase (glycosyl hydrolase family 5)
pfam01473	CW_binding_1	Putative cell wall binding repeat
pfam07732	Cu-oxidase_3	Multicopper oxidase
pfam00394	Cu-oxidase	Multicopper oxidase
pfam07731	Cu-oxidase_2	Multicopper oxidase
pfam07724	AAA_2	AAA domain (Cdc48 subfamily)
pfam10431	ClpB_D2-small	C-terminal, D2-small domain, of ClpB protein
pfam01274	Malate_synthase	Malate synthase
pfam01267	F-actin_cap_A	F-actin capping protein alpha subunit
pfam01115	F_actin_cap_B	F-actin capping protein, beta subunit
pfam00132	Hexapep	Bacterial transferase hexapeptide (six repeats)
pfam04912	Dynamitin	Dynamitin
pfam00266	Aminotran_5	Aminotransferase class-V
pfam00168	C2	C2 domain
pfam00934	PE	PE family
pfam00823	PPE	PPE family
pfam14011	ESX-1_EspG	EspG family
pfam08798	CRISPR_assoc	CRISPR associated protein
pfam09481	CRISPR_Cse1	CRISPR-associated protein Cse1 (CRISPR_cse1)
pfam09344	Cas_CT1975	CT1975-like protein
pfam09485	CRISPR_Cse2	CRISPR-associated protein Cse2 (CRISPR_cse2)
pfam09704	Cas_Cas5d	CRISPR-associated protein (Cas_Cas5)
pfam00441	Acyl-CoA_dh_1	Acyl-CoA dehydrogenase, C-terminal domain
pfam00179	UQ_con	Ubiquitin-conjugating enzyme
pfam12608	T4bSS_IcmS	Type IVb secretion, IcmS, effector-recruitment
pfam06009	Laminin_II	Laminin Domain II
pfam02210	Laminin_G_2	Laminin G domain
pfam16647	GCSF	Granulocyte colony-stimulating factor
pfam00124	Photo_RC	Photosynthetic reaction centre protein
pfam02533	PsbK	Photosystem II 4 kDa reaction centre component
pfam02419	PsbL	PsbL protein
pfam05151	PsbM	Photosystem II reaction centre M protein (PsbM)
pfam01716	MSP	Manganese-stabilising protein / photosystem II polypeptide
pfam01405	PsbT	Photosystem II reaction centre T protein
pfam06514	PsbU	Photosystem II 12 kDa extrinsic protein (PsbU)
pfam14495	Cytochrom_C550	Cytochrome c-550 domain
pfam05969	PSII_Ycf12	Photosystem II complex subunit Ycf12
pfam06596	PsbX	Photosystem II reaction centre X protein (PsbX)
pfam01737	Ycf9	YCF9
pfam00421	PSII	Photosystem II protein
pfam06298	PsbY	Photosystem II protein Y (PsbY)
pfam00283	Cytochrom_B559	Cytochrome b559, alpha (gene psbE) and beta (gene psbF)subunits
pfam00284	Cytochrom_B559a	Lumenal portion of Cytochrome b559, alpha (gene psbE) subunit
pfam00737	PsbH	Photosystem II 10 kDa phosphoprotein
pfam02532	PsbI	Photosystem II reaction centre I protein (PSII 4.8 kDa protein)
pfam01788	PsbJ	PsbJ
pfam03458	UPF0126	UPF0126 domain
pfam01261	AP_endonuc_2	Xylose isomerase-like TIM barrel
pfam14805	THDPS_N_2	Tetrahydrodipicolinate N-succinyltransferase N-terminal
pfam14602	Hexapep_2	Hexapeptide repeat of succinyl-transferase
pfam02513	Spin-Ssty	Spin/Ssty Family
pfam00875	DNA_photolyase	DNA photolyase
pfam00794	PI3K_rbd	PI3-kinase family, ras-binding domain
pfam00792	PI3K_C2	Phosphoinositide 3-kinase C2
pfam00613	PI3Ka	Phosphoinositide 3-kinase family, accessory domain (PIK domain)
pfam00105	zf-C4	Zinc finger, C4 type (two domains)
pfam13649	Methyltransf_25	Methyltransferase domain
pfam09749	HVSL	Uncharacterised conserved protein
pfam07652	Flavi_DEAD	Flavivirus DEAD domain
pfam00271	Helicase_C	Helicase conserved C-terminal domain
pfam08832	SRC-1	Steroid receptor coactivator
pfam00135	COesterase	Carboxylesterase family
pfam00188	CAP	Cysteine-rich secretory protein family
pfam00303	Thymidylat_synt	Thymidylate synthase
pfam03663	Glyco_hydro_76	Glycosyl hydrolase family 76
pfam00590	TP_methylase	Tetrapyrrole (Corrin/Porphyrin) Methylases
pfam02535	Zip	ZIP Zinc transporter
pfam01030	Recep_L_domain	Receptor L domain
pfam00757	Furin-like	Furin-like cysteine rich region
pfam09200	Monellin	Monellin
pfam00557	Peptidase_M24	Metallopeptidase family M24
pfam01472	PUA	PUA domain
pfam01853	MOZ_SAS	MOZ/SAS family
pfam01884	PcrB	PcrB family
pfam07859	Abhydrolase_3	alpha/beta hydrolase fold
pfam01786	AOX	Alternative oxidase
pfam13353	Fer4_12	4Fe-4S single cluster domain
pfam13186	SPASM	Iron-sulfur cluster-binding domain
pfam13165	SCIFF	Six-cysteine peptide SCIFF
pfam08393	DHC_N2	Dynein heavy chain, N-terminal region 2
pfam12774	AAA_6	Hydrolytic ATP binding site of dynein motor region D1
pfam07728	AAA_5	AAA domain (dynein-related subfamily)
pfam12775	AAA_7	P-loop containing dynein motor region D3
pfam12780	AAA_8	P-loop containing dynein motor region D4
pfam12781	AAA_9	ATP-binding dynein motor region D5
pfam03028	Dynein_heavy	Dynein heavy chain and region D6 of dynein motor
pfam13765	PRY	SPRY-associated domain
pfam00622	SPRY	SPRY domain
pfam01648	ACPS	4'-phosphopantetheinyl transferase superfamily
pfam03421	Acetyltransf_14	YopJ Serine/Threonine acetyltransferase
pfam03717	PBP_dimer	Penicillin-binding Protein dimerisation domain
pfam04085	MreC	rod shape-determining protein MreC
pfam00289	Biotin_carb_N	Biotin carboxylase, N-terminal domain
pfam02786	CPSase_L_D2	Carbamoyl-phosphate synthase L chain, ATP binding domain
pfam02785	Biotin_carb_C	Biotin carboxylase C-terminal domain
pfam00682	HMGL-like	HMGL-like
pfam02436	PYC_OADA	Conserved carboxylase domain
pfam02148	zf-UBP	Zn-finger in ubiquitin-hydrolases and other protein
pfam00452	Bcl-2	Apoptosis regulator proteins, Bcl-2 family
pfam17573	GA-like	GA-like domain
pfam08532	Glyco_hydro_42M	Beta-galactosidase trimerisation domain
pfam00057	Ldl_recept_a	Low-density lipoprotein receptor domain class A
pfam16915	Eryth_link_C	Annelid erythrocruorin linker subunit C-terminus
pfam01437	PSI	Plexin repeat
pfam01833	TIG	IPT/TIG domain
pfam08683	CAMSAP_CKK	Microtubule-binding calmodulin-regulated spectrin-associated
pfam07835	COX4_pro_2	Bacterial aa3 type cytochrome c oxidase subunit IV
pfam00041	fn3	Fibronectin type III domain
pfam00270	DEAD	DEAD/DEAH box helicase
pfam02889	Sec63	Sec63 Brl domain
pfam12849	PBP_like_2	PBP superfamily domain
pfam02430	AMA-1	Apical membrane antigen 1
pfam00873	ACR_tran	AcrB/AcrD/AcrF family
pfam04203	Sortase	Sortase family
pfam02538	Hydantoinase_B	Hydantoinase B/oxoprolinase
pfam05378	Hydant_A_N	Hydantoinase/oxoprolinase N-terminal region
pfam01968	Hydantoinase_A	Hydantoinase/oxoprolinase
pfam08882	Acetone_carb_G	Acetone carboxylase gamma subunit
pfam13234	rRNA_proc-arch	rRNA-processing arch domain
pfam08148	DSHCT	DSHCT (NUC185) domain
pfam07767	Nop53	Nop53 (60S ribosomal biogenesis)
pfam03344	Daxx	Daxx N-terminal Rassf1C-interacting domain
pfam10425	SdrG_C_C	C-terminus of bacterial fibrinogen-binding adhesin
pfam05033	Pre-SET	Pre-SET motif
pfam06427	UDP-g_GGTase	UDP-glucose:Glycoprotein Glucosyltransferase
pfam00415	RCC1	Regulator of chromosome condensation (RCC1) repeat
pfam13540	RCC1_2	Regulator of chromosome condensation (RCC1) repeat
pfam01749	IBB	Importin beta binding domain
pfam16186	Arm_3	Atypical Arm repeat
pfam16486	ArgoN	N-terminal domain of argonaute
pfam08699	ArgoL1	Argonaute linker 1 domain
pfam02170	PAZ	PAZ domain
pfam16488	ArgoL2	Argonaute linker 2 domain
pfam16487	ArgoMid	Mid domain of argonaute
pfam16177	ACAS_N	Acetyl-coenzyme A synthetase N-terminus
pfam13193	AMP-binding_C	AMP-binding enzyme C-terminal domain
pfam07167	PhaC_N	Poly-beta-hydroxybutyrate polymerase (PhaC) N-terminus
pfam01368	DHH	DHH family
pfam02272	DHHA1	DHHA1 domain
pfam01861	DUF43	Protein of unknown function DUF43
pfam00581	Rhodanese	Rhodanese-like domain
pfam13442	Cytochrome_CBB3	Cytochrome C oxidase, cbb3-type, subunit III
pfam02239	Cytochrom_D1	Cytochrome D1 heme domain
pfam00998	RdRP_3	Viral RNA dependent RNA polymerase
pfam02276	CytoC_RC	Photosynthetic reaction centre cytochrome C subunit
pfam03967	PRCH	Photosynthetic reaction centre, H-chain N-terminal region
pfam05239	PRC	PRC-barrel domain
pfam02892	zf-BED	BED zinc finger
pfam01702	TGT	Queuine tRNA-ribosyltransferase
pfam01567	Hanta_G1	Hantavirus glycoprotein G1
pfam01353	GFP	Green fluorescent protein
pfam00611	FCH	Fes/CIP4, and EFC/F-BAR homology domain
pfam07742	BTG	BTG family
pfam02216	B	B domain
pfam02017	CIDE-N	CIDE-N domain
pfam00930	DPPIV_N	Dipeptidyl peptidase IV (DPP IV) N-terminal region
pfam00326	Peptidase_S9	Prolyl oligopeptidase family
pfam13445	zf-RING_UBOX	RING-type zinc-finger
pfam00134	Cyclin_N	Cyclin, N-terminal domain
pfam16899	Cyclin_C_2	Cyclin C-terminal domain
pfam01485	IBR	IBR domain, a half RING-finger domain
pfam01243	Putative_PNPOx	Pyridoxamine 5'-phosphate oxidase
pfam02301	HORMA	HORMA domain
pfam13589	HATPase_c_3	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase
pfam11629	Mst1_SARAH	C terminal SARAH domain of Mst1
pfam00815	Histidinol_dh	Histidinol dehydrogenase
pfam00407	Bet_v_1	Pathogenesis-related protein Bet v I family
pfam01965	DJ-1_PfpI	DJ-1/PfpI family
pfam06165	Glyco_transf_36	Glycosyltransferase family 36
pfam17167	Glyco_hydro_36	Glycosyl hydrolase 36 superfamily, catalytic domain
pfam03331	LpxC	UDP-3-O-acyl N-acetylglycosamine deacetylase
pfam04598	Gasdermin	Gasdermin family
pfam03770	IPK	Inositol polyphosphate kinase
pfam00118	Cpn60_TCP1	TCP-1/cpn60 chaperonin family
pfam00251	Glyco_hydro_32N	Glycosyl hydrolases family 32 N-terminal domain
pfam08244	Glyco_hydro_32C	Glycosyl hydrolases family 32 C terminal
pfam00691	OmpA	OmpA family
pfam00702	Hydrolase	haloacid dehalogenase-like hydrolase
pfam07953	Toxin_R_bind_N	Clostridium neurotoxin, N-terminal receptor binding
pfam07951	Toxin_R_bind_C	Clostridium neurotoxin, C-terminal receptor binding
pfam00579	tRNA-synt_1b	tRNA synthetases class I (W and Y)
pfam01751	Toprim	Toprim domain
pfam16898	TOPRIM_C	C-terminal associated domain of TOPRIM
pfam00521	DNA_topoisoIV	DNA gyrase/topoisomerase IV, subunit A
pfam00154	RecA	recA bacterial DNA recombination protein
pfam09995	DUF2236	Uncharacterized protein conserved in bacteria (DUF2236)
pfam03971	IDH	Monomeric isocitrate dehydrogenase
pfam00085	Thioredoxin	Thioredoxin
pfam01739	CheR	CheR methyltransferase, SAM binding domain
pfam00625	Guanylate_kin	Guanylate kinase
pfam17209	Hfq	Hfq protein
pfam04992	RNA_pol_Rpb1_6	RNA polymerase Rpb1, domain 6
pfam04990	RNA_pol_Rpb1_7	RNA polymerase Rpb1, domain 7
pfam05129	Elf1	Transcription elongation factor Elf1 like
pfam04566	RNA_pol_Rpb2_4	RNA polymerase Rpb2, domain 4
pfam04567	RNA_pol_Rpb2_5	RNA polymerase Rpb2, domain 5
pfam03874	RNA_pol_Rpb4	RNA polymerase Rpb4
pfam00575	S1	S1 RNA binding domain
pfam01096	TFIIS_C	Transcription factor S-II (TFIIS)
pfam06093	Spt4	Spt4/RpoE2 zinc finger
pfam03439	Spt5-NGN	Early transcription elongation factor of RNA pol II, NGN section
pfam03118	RNA_pol_A_CTD	Bacterial RNA polymerase, alpha chain C terminal domain
pfam04963	Sigma54_CBD	Sigma-54 factor, core binding domain
pfam04552	Sigma54_DBD	Sigma-54, DNA binding domain
pfam08515	TGF_beta_GS	Transforming growth factor beta type I GS-motif
pfam08210	APOBEC_N	APOBEC-like N-terminal domain
pfam05327	RRN3	RNA polymerase I specific transcription initiation factor RRN3
pfam14478	DUF4430	Domain of unknown function (DUF4430)
pfam08713	DNA_alkylation	DNA alkylation repair enzyme
pfam00223	PsaA_PsaB	Photosystem I psaA/psaB protein
pfam14691	Fer4_20	Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster
pfam10418	DHODB_Fe-S_bind	Iron-sulfur cluster binding domain of dihydroorotate dehydrogenase B
pfam00073	Rhv	picornavirus capsid protein
pfam01551	Peptidase_M23	Peptidase family M23
pfam03357	Snf7	Snf7
pfam01979	Amidohydro_1	Amidohydrolase family
pfam12146	Hydrolase_4	Serine aminopeptidase, S33
pfam01477	PLAT	PLAT/LH2 domain
pfam00305	Lipoxygenase	Lipoxygenase
pfam03466	LysR_substrate	LysR substrate binding domain
pfam02251	PA28_alpha	Proteasome activator pa28 alpha subunit
pfam02252	PA28_beta	Proteasome activator pa28 beta subunit
